# Occupancy state doc/stat_exel/stat_hash_sum_roll.csv
0; 1
1; 0
2; 0
3; 0
4; 0
5; 0
6; 2
7; 0
8; 0
9; 0
10; 0
11; 0
12; 0
13; 0
14; 1
15; 0
16; 1
17; 0
18; 0
19; 0
20; 1
21; 0
22; 0
23; 1
24; 0
25; 0
26; 1
27; 0
28; 1
29; 0
30; 0
31; 0
32; 1
33; 0
34; 0
35; 0
36; 1
37; 1
38; 1
39; 1
40; 1
41; 0
42; 0
43; 1
44; 0
45; 1
46; 2
47; 0
48; 0
49; 0
50; 0
51; 0
52; 0
53; 0
54; 0
55; 0
56; 0
57; 0
58; 0
59; 2
60; 0
61; 0
62; 0
63; 0
64; 2
65; 10
66; 3
67; 7
68; 6
69; 7
70; 5
71; 7
72; 3
73; 7
74; 5
75; 7
76; 7
77; 2
78; 4
79; 9
80; 7
81; 10
82; 4
83; 6
84; 5
85; 8
86; 8
87; 7
88; 4
89; 6
90; 8
91; 3
92; 9
93; 4
94; 6
95; 6
96; 4
97; 1
98; 2
99; 1
100; 4
101; 3
102; 2
103; 1
104; 4
105; 4
106; 2
107; 1
108; 0
109; 1
110; 0
111; 0
112; 0
113; 1
114; 0
115; 0
116; 0
117; 0
118; 0
119; 0
120; 1
121; 0
122; 0
123; 1
124; 0
125; 0
126; 0
127; 0
128; 0
129; 0
130; 0
131; 0
132; 0
133; 0
134; 0
135; 0
136; 0
137; 0
138; 1
139; 0
140; 0
141; 0
142; 2
143; 0
144; 0
145; 0
146; 1
147; 0
148; 0
149; 0
150; 1
151; 0
152; 1
153; 0
154; 0
155; 0
156; 0
157; 0
158; 1
159; 1
160; 0
161; 3
162; 0
163; 0
164; 0
165; 0
166; 0
167; 0
168; 0
169; 0
170; 0
171; 0
172; 1
173; 0
174; 1
175; 0
176; 0
177; 0
178; 0
179; 0
180; 0
181; 0
182; 0
183; 1
184; 0
185; 1
186; 0
187; 1
188; 1
189; 0
190; 0
191; 0
192; 0
193; 0
194; 0
195; 3
196; 0
197; 1
198; 0
199; 1
200; 0
201; 1
202; 2
203; 0
204; 1
205; 1
206; 1
207; 1
208; 0
209; 0
210; 1
211; 2
212; 1
213; 1
214; 3
215; 0
216; 1
217; 1
218; 5
219; 1
220; 1
221; 0
222; 0
223; 0
224; 0
225; 2
226; 1
227; 1
228; 2
229; 1
230; 2
231; 0
232; 0
233; 1
234; 2
235; 0
236; 1
237; 1
238; 0
239; 0
240; 2
241; 0
242; 1
243; 0
244; 3
245; 0
246; 1
247; 1
248; 0
249; 0
250; 0
251; 0
252; 1
253; 0
254; 0
255; 0
256; 0
257; 1
258; 0
259; 1
260; 1
261; 0
262; 0
263; 0
264; 0
265; 0
266; 0
267; 0
268; 1
269; 0
270; 0
271; 0
272; 2
273; 0
274; 0
275; 0
276; 1
277; 1
278; 1
279; 0
280; 1
281; 0
282; 0
283; 0
284; 0
285; 0
286; 0
287; 1
288; 0
289; 1
290; 0
291; 0
292; 0
293; 0
294; 0
295; 0
296; 0
297; 1
298; 0
299; 1
300; 0
301; 0
302; 0
303; 1
304; 0
305; 0
306; 0
307; 3
308; 2
309; 6
310; 3
311; 6
312; 3
313; 0
314; 3
315; 4
316; 5
317; 3
318; 6
319; 1
320; 2
321; 5
322; 5
323; 7
324; 2
325; 2
326; 8
327; 4
328; 4
329; 7
330; 4
331; 5
332; 6
333; 3
334; 5
335; 3
336; 6
337; 2
338; 4
339; 2
340; 1
341; 3
342; 0
343; 2
344; 0
345; 2
346; 0
347; 3
348; 2
349; 0
350; 1
351; 0
352; 2
353; 0
354; 0
355; 0
356; 0
357; 2
358; 0
359; 0
360; 0
361; 0
362; 1
363; 0
364; 1
365; 0
366; 0
367; 0
368; 0
369; 0
370; 0
371; 0
372; 0
373; 0
374; 0
375; 0
376; 0
377; 0
378; 0
379; 0
380; 0
381; 0
382; 0
383; 0
384; 1
385; 1
386; 0
387; 1
388; 0
389; 0
390; 0
391; 0
392; 0
393; 0
394; 0
395; 0
396; 0
397; 0
398; 0
399; 0
400; 0
401; 1
402; 0
403; 0
404; 0
405; 0
406; 0
407; 0
408; 1
409; 1
410; 0
411; 1
412; 0
413; 0
414; 0
415; 0
416; 0
417; 0
418; 0
419; 0
420; 0
421; 0
422; 0
423; 0
424; 0
425; 0
426; 0
427; 0
428; 0
429; 0
430; 0
431; 0
432; 0
433; 0
434; 0
435; 0
436; 0
437; 0
438; 1
439; 2
440; 0
441; 0
442; 0
443; 0
444; 0
445; 0
446; 0
447; 0
448; 1
449; 0
450; 0
451; 0
452; 0
453; 0
454; 0
455; 0
456; 0
457; 0
458; 0
459; 1
460; 0
461; 0
462; 1
463; 0
464; 1
465; 4
466; 0
467; 1
468; 0
469; 0
470; 0
471; 0
472; 1
473; 0
474; 2
475; 0
476; 1
477; 1
478; 0
479; 1
480; 1
481; 0
482; 1
483; 0
484; 2
485; 0
486; 2
487; 1
488; 1
489; 1
490; 0
491; 0
492; 0
493; 1
494; 0
495; 1
496; 0
497; 1
498; 0
499; 0
500; 2
501; 0
502; 1
503; 0
504; 0
505; 0
506; 0
507; 1
508; 1
509; 0
510; 0
511; 0
512; 0
513; 0
514; 1
515; 1
516; 1
517; 1
518; 1
519; 1
520; 1
521; 0
522; 2
523; 0
524; 0
525; 1
526; 0
527; 0
528; 0
529; 1
530; 0
531; 0
532; 0
533; 0
534; 0
535; 0
536; 0
537; 0
538; 0
539; 0
540; 1
541; 2
542; 1
543; 0
544; 0
545; 1
546; 0
547; 1
548; 1
549; 0
550; 8
551; 2
552; 2
553; 5
554; 6
555; 4
556; 7
557; 3
558; 8
559; 4
560; 3
561; 2
562; 6
563; 7
564; 5
565; 6
566; 8
567; 5
568; 3
569; 4
570; 7
571; 6
572; 5
573; 5
574; 4
575; 6
576; 8
577; 6
578; 2
579; 4
580; 8
581; 3
582; 1
583; 1
584; 1
585; 1
586; 2
587; 0
588; 1
589; 2
590; 0
591; 2
592; 1
593; 0
594; 0
595; 1
596; 2
597; 2
598; 0
599; 0
600; 0
601; 0
602; 1
603; 0
604; 0
605; 0
606; 0
607; 1
608; 1
609; 1
610; 0
611; 0
612; 0
613; 0
614; 0
615; 2
616; 0
617; 0
618; 0
619; 0
620; 0
621; 0
622; 0
623; 3
624; 0
625; 2
626; 1
627; 0
628; 0
629; 1
630; 0
631; 1
632; 1
633; 0
634; 0
635; 1
636; 0
637; 0
638; 1
639; 1
640; 0
641; 0
642; 0
643; 0
644; 0
645; 0
646; 2
647; 1
648; 1
649; 0
650; 0
651; 0
652; 0
653; 0
654; 0
655; 0
656; 0
657; 0
658; 0
659; 0
660; 1
661; 0
662; 1
663; 0
664; 0
665; 0
666; 0
667; 0
668; 0
669; 0
670; 0
671; 0
672; 1
673; 0
674; 0
675; 0
676; 0
677; 0
678; 0
679; 0
680; 1
681; 0
682; 1
683; 3
684; 0
685; 0
686; 0
687; 0
688; 1
689; 0
690; 2
691; 0
692; 1
693; 1
694; 1
695; 1
696; 0
697; 1
698; 0
699; 1
700; 1
701; 1
702; 1
703; 3
704; 1
705; 1
706; 0
707; 1
708; 0
709; 0
710; 1
711; 3
712; 1
713; 0
714; 1
715; 1
716; 3
717; 2
718; 2
719; 2
720; 1
721; 2
722; 0
723; 3
724; 1
725; 0
726; 1
727; 1
728; 0
729; 2
730; 0
731; 1
732; 1
733; 0
734; 0
735; 2
736; 0
737; 1
738; 0
739; 0
740; 0
741; 0
742; 2
743; 1
744; 1
745; 0
746; 1
747; 0
748; 1
749; 0
750; 0
751; 0
752; 1
753; 0
754; 0
755; 1
756; 2
757; 0
758; 2
759; 1
760; 1
761; 0
762; 0
763; 1
764; 0
765; 0
766; 0
767; 0
768; 1
769; 1
770; 0
771; 1
772; 0
773; 1
774; 0
775; 0
776; 1
777; 0
778; 0
779; 0
780; 0
781; 2
782; 0
783; 0
784; 0
785; 0
786; 0
787; 0
788; 0
789; 0
790; 1
791; 0
792; 0
793; 2
794; 5
795; 8
796; 8
797; 3
798; 3
799; 2
800; 0
801; 3
802; 3
803; 1
804; 2
805; 1
806; 4
807; 3
808; 3
809; 2
810; 3
811; 0
812; 6
813; 2
814; 6
815; 4
816; 3
817; 2
818; 1
819; 2
820; 5
821; 2
822; 3
823; 3
824; 1
825; 0
826; 3
827; 0
828; 4
829; 1
830; 0
831; 2
832; 0
833; 0
834; 0
835; 0
836; 1
837; 0
838; 1
839; 1
840; 0
841; 0
842; 0
843; 0
844; 0
845; 1
846; 0
847; 1
848; 0
849; 1
850; 0
851; 0
852; 2
853; 0
854; 2
855; 1
856; 0
857; 0
858; 0
859; 0
860; 0
861; 0
862; 1
863; 0
864; 0
865; 1
866; 0
867; 0
868; 0
869; 1
870; 5
871; 1
872; 0
873; 2
874; 2
875; 0
876; 0
877; 0
878; 0
879; 0
880; 0
881; 1
882; 0
883; 0
884; 1
885; 4
886; 0
887; 1
888; 0
889; 1
890; 1
891; 0
892; 0
893; 1
894; 1
895; 0
896; 0
897; 0
898; 0
899; 1
900; 0
901; 0
902; 0
903; 0
904; 1
905; 0
906; 0
907; 0
908; 0
909; 0
910; 0
911; 0
912; 0
913; 1
914; 0
915; 0
916; 0
917; 0
918; 0
919; 0
920; 0
921; 0
922; 0
923; 0
924; 2
925; 0
926; 0
927; 1
928; 1
929; 1
930; 1
931; 0
932; 1
933; 0
934; 0
935; 1
936; 0
937; 1
938; 0
939; 1
940; 1
941; 1
942; 3
943; 1
944; 0
945; 0
946; 1
947; 0
948; 0
949; 0
950; 1
951; 0
952; 0
953; 0
954; 0
955; 0
956; 1
957; 1
958; 0
959; 0
960; 0
961; 0
962; 0
963; 0
964; 0
965; 0
966; 0
967; 0
968; 0
969; 1
970; 0
971; 0
972; 0
973; 0
974; 0
975; 0
976; 0
977; 0
978; 0
979; 0
980; 1
981; 1
982; 0
983; 1
984; 0
985; 0
986; 0
987; 2
988; 0
989; 0
990; 0
991; 0
992; 0
993; 0
994; 0
995; 0
996; 0
997; 0
998; 0
999; 0
1000; 1
1001; 1
1002; 1
1003; 1
1004; 2
1005; 0
1006; 0
1007; 0
1008; 1
1009; 1
1010; 0
1011; 0
1012; 1
1013; 0
1014; 0
1015; 0
1016; 0
1017; 1
1018; 1
1019; 1
1020; 0
